"Plot Title: Pine Creek South"
"#","Date Time, GMT-06:00","Avg: Temperature, °F (LGR S/N: 10719012)","Coupler Detached (LGR S/N: 10719012)","Coupler Attached (LGR S/N: 10719012)","Host Connected (LGR S/N: 10719012)","Stopped (LGR S/N: 10719012)","End Of File (LGR S/N: 10719012)"
1723,02/18/16 12:00:00 PM,36.457,,,,,
1724,02/18/16 01:00:00 PM,37.488,,,,,
1725,02/18/16 02:00:00 PM,38.332,,,,,
1726,02/18/16 03:00:00 PM,38.594,,,,,
1727,02/18/16 04:00:00 PM,38.522,,,,,
1728,02/18/16 05:00:00 PM,38.440,,,,,
1729,02/18/16 06:00:00 PM,38.108,,,,,
1730,02/18/16 07:00:00 PM,37.607,,,,,
1731,02/18/16 08:00:00 PM,37.202,,,,,
1732,02/18/16 09:00:00 PM,36.998,,,,,
1733,02/18/16 10:00:00 PM,36.939,,,,,
1734,02/18/16 11:00:00 PM,36.866,,,,,
1735,02/19/16 12:00:00 AM,36.638,,,,,
1736,02/19/16 01:00:00 AM,36.253,,,,,
1737,02/19/16 02:00:00 AM,35.830,,,,,
1738,02/19/16 03:00:00 AM,35.516,,,,,
1739,02/19/16 04:00:00 AM,35.249,,,,,
1740,02/19/16 05:00:00 AM,34.993,,,,,
1741,02/19/16 06:00:00 AM,34.785,,,,,
1742,02/19/16 07:00:00 AM,34.639,,,,,
1743,02/19/16 08:00:00 AM,34.504,,,,,
1744,02/19/16 09:00:00 AM,34.492,,,,,
1745,02/19/16 10:00:00 AM,34.798,,,,,
1746,02/19/16 11:00:00 AM,35.504,,,,,
1747,02/19/16 12:00:00 PM,36.506,,,,,
1748,02/19/16 01:00:00 PM,37.727,,,,,
1749,02/19/16 02:00:00 PM,38.806,,,,,
1750,02/19/16 03:00:00 PM,39.701,,,,,
1751,02/19/16 04:00:00 PM,40.239,,,,,
1752,02/19/16 05:00:00 PM,40.310,,,,,
1753,02/19/16 06:00:00 PM,39.982,,,,,
1754,02/19/16 07:00:00 PM,39.372,,,,,
1755,02/19/16 08:00:00 PM,38.664,,,,,
1756,02/19/16 09:00:00 PM,37.989,,,,,
1757,02/19/16 10:00:00 PM,37.381,,,,,
1758,02/19/16 11:00:00 PM,36.891,,,,,
1759,02/20/16 12:00:00 AM,36.482,,,,,
1760,02/20/16 01:00:00 AM,36.217,,,,,
1761,02/20/16 02:00:00 AM,35.988,,,,,
1762,02/20/16 03:00:00 AM,35.757,,,,,
1763,02/20/16 04:00:00 AM,35.541,,,,,
1764,02/20/16 05:00:00 AM,35.322,,,,,
1765,02/20/16 06:00:00 AM,35.164,,,,,
1766,02/20/16 07:00:00 AM,35.030,,,,,
1767,02/20/16 08:00:00 AM,34.920,,,,,
1768,02/20/16 09:00:00 AM,34.920,,,,,
1769,02/20/16 10:00:00 AM,35.237,,,,,
1770,02/20/16 11:00:00 AM,35.999,,,,,
1771,02/20/16 12:00:00 PM,36.842,,,,,
1772,02/20/16 01:00:00 PM,37.477,,,,,
1773,02/20/16 02:00:00 PM,37.929,,,,,
1774,02/20/16 03:00:00 PM,38.215,,,,,
1775,02/20/16 04:00:00 PM,38.475,,,,,
1776,02/20/16 05:00:00 PM,38.511,,,,,
1777,02/20/16 06:00:00 PM,38.451,,,,,
1778,02/20/16 07:00:00 PM,38.250,,,,,
1779,02/20/16 08:00:00 PM,37.941,,,,,
1780,02/20/16 09:00:00 PM,37.632,,,,,
1781,02/20/16 10:00:00 PM,37.273,,,,,
1782,02/20/16 11:00:00 PM,36.891,,,,,
1783,02/21/16 12:00:00 AM,36.530,,,,,
1784,02/21/16 01:00:00 AM,36.241,,,,,
1785,02/21/16 02:00:00 AM,35.976,,,,,
1786,02/21/16 03:00:00 AM,35.709,,,,,
1787,02/21/16 04:00:00 AM,35.456,,,,,
1788,02/21/16 05:00:00 AM,35.213,,,,,
1789,02/21/16 06:00:00 AM,34.993,,,,,
1790,02/21/16 07:00:00 AM,34.810,,,,,
1791,02/21/16 08:00:00 AM,34.688,,,,,
1792,02/21/16 09:00:00 AM,34.713,,,,,
1793,02/21/16 10:00:00 AM,34.956,,,,,
1794,02/21/16 11:00:00 AM,35.455,,,,,
1795,02/21/16 12:00:00 PM,36.253,,,,,
1796,02/21/16 01:00:00 PM,37.345,,,,,
1797,02/21/16 02:00:00 PM,38.404,,,,,
1798,02/21/16 03:00:00 PM,39.302,,,,,
1799,02/21/16 04:00:00 PM,39.842,,,,,
1800,02/21/16 05:00:00 PM,39.912,,,,,
1801,02/21/16 06:00:00 PM,39.736,,,,,
1802,02/21/16 07:00:00 PM,39.325,,,,,
1803,02/21/16 08:00:00 PM,38.830,,,,,
1804,02/21/16 09:00:00 PM,38.345,,,,,
1805,02/21/16 10:00:00 PM,37.858,,,,,
1806,02/21/16 11:00:00 PM,37.417,,,,,
1807,02/22/16 12:00:00 AM,36.986,,,,,
1808,02/22/16 01:00:00 AM,36.650,,,,,
1809,02/22/16 02:00:00 AM,36.338,,,,,
1810,02/22/16 03:00:00 AM,36.060,,,,,
1811,02/22/16 04:00:00 AM,35.806,,,,,
1812,02/22/16 05:00:00 AM,35.613,,,,,
1813,02/22/16 06:00:00 AM,35.456,,,,,
1814,02/22/16 07:00:00 AM,35.346,,,,,
1815,02/22/16 08:00:00 AM,35.298,,,,,
1816,02/22/16 09:00:00 AM,35.370,,,,,
1817,02/22/16 10:00:00 AM,35.637,,,,,
1818,02/22/16 11:00:00 AM,36.157,,,,,
1819,02/22/16 12:00:00 PM,37.022,,,,,
1820,02/22/16 01:00:00 PM,38.083,,,,,
1821,02/22/16 02:00:00 PM,38.913,,,,,
1822,02/22/16 03:00:00 PM,39.584,,,,,
1823,02/22/16 04:00:00 PM,39.959,,,,,
1824,02/22/16 05:00:00 PM,39.994,,,,,
1825,02/22/16 06:00:00 PM,39.772,,,,,
1826,02/22/16 07:00:00 PM,39.361,,,,,
1827,02/22/16 08:00:00 PM,38.913,,,,,
1828,02/22/16 09:00:00 PM,38.511,,,,,
1829,02/22/16 10:00:00 PM,38.178,,,,,
1830,02/22/16 11:00:00 PM,37.905,,,,,
1831,02/23/16 12:00:00 AM,37.644,,,,,
1832,02/23/16 01:00:00 AM,37.381,,,,,
1833,02/23/16 02:00:00 AM,37.106,,,,,
1834,02/23/16 03:00:00 AM,36.819,,,,,
1835,02/23/16 04:00:00 AM,36.567,,,,,
1836,02/23/16 05:00:00 AM,36.314,,,,,
1837,02/23/16 06:00:00 AM,36.024,,,,,
1838,02/23/16 07:00:00 AM,35.770,,,,,
1839,02/23/16 08:00:00 AM,35.565,,,,,
1840,02/23/16 09:00:00 AM,35.407,,,,,
1841,02/23/16 10:00:00 AM,35.480,,,,,
1842,02/23/16 11:00:00 AM,35.915,,,,,
1843,02/23/16 12:00:00 PM,36.770,,,,,
1844,02/23/16 01:00:00 PM,37.941,,,,,
1845,02/23/16 02:00:00 PM,39.030,,,,,
1846,02/23/16 03:00:00 PM,39.877,,,,,
1847,02/23/16 04:00:00 PM,40.333,,,,,
1848,02/23/16 05:00:00 PM,40.158,,,,,
1849,02/23/16 06:00:00 PM,39.760,,,,,
1850,02/23/16 07:00:00 PM,39.313,,,,,
1851,02/23/16 08:00:00 PM,38.830,,,,,
1852,02/23/16 09:00:00 PM,38.286,,,,,
1853,02/23/16 10:00:00 PM,37.787,,,,,
1854,02/23/16 11:00:00 PM,37.285,,,,,
1855,02/24/16 12:00:00 AM,36.891,,,,,
1856,02/24/16 01:00:00 AM,36.530,,,,,
1857,02/24/16 02:00:00 AM,36.253,,,,,
1858,02/24/16 03:00:00 AM,36.024,,,,,
1859,02/24/16 04:00:00 AM,35.794,,,,,
1860,02/24/16 05:00:00 AM,35.565,,,,,
1861,02/24/16 06:00:00 AM,35.370,,,,,
1862,02/24/16 07:00:00 AM,35.225,,,,,
1863,02/24/16 08:00:00 AM,35.115,,,,,
1864,02/24/16 09:00:00 AM,35.103,,,,,
1865,02/24/16 10:00:00 AM,35.188,,,,,
1866,02/24/16 11:00:00 AM,35.577,,,,,
1867,02/24/16 12:00:00 PM,36.144,,,,,
1868,02/24/16 01:00:00 PM,36.902,,,,,
1869,02/24/16 02:00:00 PM,38.084,,,,,
1870,02/24/16 03:00:00 PM,38.818,,,,,
1871,02/24/16 04:00:00 PM,38.913,,,,,
1872,02/24/16 05:00:00 PM,38.606,,,,,
1873,02/24/16 06:00:00 PM,38.191,,,,,
1874,02/24/16 07:00:00 PM,37.715,,,,,
1875,02/24/16 08:00:00 PM,37.273,,,,,
1876,02/24/16 09:00:00 PM,36.842,,,,,
1877,02/24/16 10:00:00 PM,36.458,,,,,
1878,02/24/16 11:00:00 PM,36.096,,,,,
1879,02/25/16 12:00:00 AM,35.770,,,,,
1880,02/25/16 01:00:00 AM,35.504,,,,,
1881,02/25/16 02:00:00 AM,35.273,,,,,
1882,02/25/16 03:00:00 AM,35.079,,,,,
1883,02/25/16 04:00:00 AM,34.920,,,,,
1884,02/25/16 05:00:00 AM,34.773,,,,,
1885,02/25/16 06:00:00 AM,34.615,,,,,
1886,02/25/16 07:00:00 AM,34.480,,,,,
1887,02/25/16 08:00:00 AM,34.358,,,,,
1888,02/25/16 09:00:00 AM,34.333,,,,,
1889,02/25/16 10:00:00 AM,34.480,,,,,
1890,02/25/16 11:00:00 AM,35.030,,,,,
1891,02/25/16 12:00:00 PM,35.709,,,,,
1892,02/25/16 01:00:00 PM,36.457,,,,,
1893,02/25/16 02:00:00 PM,38.224,,,,,
1894,02/25/16 03:00:00 PM,39.549,,,,,
1895,02/25/16 04:00:00 PM,39.853,,,,,
1896,02/25/16 05:00:00 PM,39.701,,,,,
1897,02/25/16 06:00:00 PM,39.101,,,,,
1898,02/25/16 07:00:00 PM,38.511,,,,,
1899,02/25/16 08:00:00 PM,37.917,,,,,
1900,02/25/16 09:00:00 PM,37.381,,,,,
1901,02/25/16 10:00:00 PM,36.867,,,,,
1902,02/25/16 11:00:00 PM,36.410,,,,,
1903,02/26/16 12:00:00 AM,36.048,,,,,
1904,02/26/16 01:00:00 AM,35.770,,,,,
1905,02/26/16 02:00:00 AM,35.504,,,,,
1906,02/26/16 03:00:00 AM,35.273,,,,,
1907,02/26/16 04:00:00 AM,35.079,,,,,
1908,02/26/16 05:00:00 AM,34.883,,,,,
1909,02/26/16 06:00:00 AM,34.749,,,,,
1910,02/26/16 07:00:00 AM,34.615,,,,,
1911,02/26/16 08:00:00 AM,34.529,,,,,
1912,02/26/16 09:00:00 AM,34.529,,,,,
1913,02/26/16 10:00:00 AM,34.700,,,,,
1914,02/26/16 11:00:00 AM,35.115,,,,,
1915,02/26/16 12:00:00 PM,35.843,,,,,
1916,02/26/16 01:00:00 PM,37.666,,,,,
1917,02/26/16 02:00:00 PM,40.122,,,,,
1918,02/26/16 03:00:00 PM,41.508,,,,,
1919,02/26/16 04:00:00 PM,42.155,,,,,
1920,02/26/16 05:00:00 PM,41.983,,,,,
1921,02/26/16 06:00:00 PM,41.427,,,,,
1922,02/26/16 07:00:00 PM,40.718,,,,,
1923,02/26/16 08:00:00 PM,39.912,,,,,
1924,02/26/16 09:00:00 PM,39.125,,,,,
1925,02/26/16 10:00:00 PM,38.486,,,,,
1926,02/26/16 11:00:00 PM,37.953,,,,,
1927,02/27/16 12:00:00 AM,37.560,,,,,
1928,02/27/16 01:00:00 AM,37.189,,,,,
1929,02/27/16 02:00:00 AM,36.891,,,,,
1930,02/27/16 03:00:00 AM,36.650,,,,,
1931,02/27/16 04:00:00 AM,36.434,,,,,
1932,02/27/16 05:00:00 AM,36.217,,,,,
1933,02/27/16 06:00:00 AM,36.048,,,,,
1934,02/27/16 07:00:00 AM,35.879,,,,,
1935,02/27/16 08:00:00 AM,35.757,,,,,
1936,02/27/16 09:00:00 AM,35.745,,,,,
1937,02/27/16 10:00:00 AM,36.000,,,,,
1938,02/27/16 11:00:00 AM,37.045,,,,,
1939,02/27/16 12:00:00 PM,38.510,,,,,
1940,02/27/16 01:00:00 PM,40.204,,,,,
1941,02/27/16 02:00:00 PM,41.693,,,,,
1942,02/27/16 03:00:00 PM,42.628,,,,,
1943,02/27/16 04:00:00 PM,42.949,,,,,
1944,02/27/16 05:00:00 PM,42.904,,,,,
1945,02/27/16 06:00:00 PM,42.559,,,,,
1946,02/27/16 07:00:00 PM,42.040,,,,,
1947,02/27/16 08:00:00 PM,41.462,,,,,
1948,02/27/16 09:00:00 PM,40.834,,,,,
1949,02/27/16 10:00:00 PM,40.298,,,,,
1950,02/27/16 11:00:00 PM,39.842,,,,,
1951,02/28/16 12:00:00 AM,39.455,,,,,
1952,02/28/16 01:00:00 AM,39.137,,,,,
1953,02/28/16 02:00:00 AM,38.913,,,,,
1954,02/28/16 03:00:00 AM,38.712,,,,,
1955,02/28/16 04:00:00 AM,38.534,,,,,
1956,02/28/16 05:00:00 AM,38.321,,,,,
1957,02/28/16 06:00:00 AM,38.096,,,,,
1958,02/28/16 07:00:00 AM,37.870,,,,,
1959,02/28/16 08:00:00 AM,37.668,,,,,
1960,02/28/16 09:00:00 AM,37.609,,,,,
1961,02/28/16 10:00:00 AM,37.834,,,,,
1962,02/28/16 11:00:00 AM,38.499,,,,,
1963,02/28/16 12:00:00 PM,39.583,,,,,
1964,02/28/16 01:00:00 PM,40.915,,,,,
1965,02/28/16 02:00:00 PM,42.144,,,,,
1966,02/28/16 03:00:00 PM,43.076,,,,,
1967,02/28/16 04:00:00 PM,43.660,,,,,
1968,02/28/16 05:00:00 PM,43.694,,,,,
1969,02/28/16 06:00:00 PM,43.316,,,,,
1970,02/28/16 07:00:00 PM,42.674,,,,,
1971,02/28/16 08:00:00 PM,41.925,,,,,
1972,02/28/16 09:00:00 PM,41.137,,,,,
1973,02/28/16 10:00:00 PM,40.415,,,,,
1974,02/28/16 11:00:00 PM,39.830,,,,,
1975,02/29/16 12:00:00 AM,39.407,,,,,
1976,02/29/16 01:00:00 AM,39.031,,,,,
1977,02/29/16 02:00:00 AM,38.712,,,,,
1978,02/29/16 03:00:00 AM,38.463,,,,,
1979,02/29/16 04:00:00 AM,38.202,,,,,
1980,02/29/16 05:00:00 AM,37.989,,,,,
1981,02/29/16 06:00:00 AM,37.774,,,,,
1982,02/29/16 07:00:00 AM,37.561,,,,,
1983,02/29/16 08:00:00 AM,37.428,,,,,
1984,02/29/16 09:00:00 AM,37.453,,,,,
1985,02/29/16 10:00:00 AM,37.667,,,,,
1986,02/29/16 11:00:00 AM,38.071,,,,,
1987,02/29/16 12:00:00 PM,38.818,,,,,
1988,02/29/16 01:00:00 PM,39.853,,,,,
1989,02/29/16 02:00:00 PM,40.788,,,,,
1990,02/29/16 03:00:00 PM,41.172,,,,,
1991,02/29/16 04:00:00 PM,41.148,,,,,
1992,02/29/16 05:00:00 PM,40.986,,,,,
1993,02/29/16 06:00:00 PM,40.637,,,,,
1994,02/29/16 07:00:00 PM,40.251,,,,,
1995,02/29/16 08:00:00 PM,39.830,,,,,
1996,02/29/16 09:00:00 PM,39.407,,,,,
1997,02/29/16 10:00:00 PM,38.972,,,,,
1998,02/29/16 11:00:00 PM,38.534,,,,,
1999,03/01/16 12:00:00 AM,38.108,,,,,
2000,03/01/16 01:00:00 AM,37.631,,,,,
2001,03/01/16 02:00:00 AM,37.094,,,,,
2002,03/01/16 03:00:00 AM,36.698,,,,,
2003,03/01/16 04:00:00 AM,36.434,,,,,
2004,03/01/16 05:00:00 AM,36.266,,,,,
2005,03/01/16 06:00:00 AM,36.120,,,,,
2006,03/01/16 07:00:00 AM,35.976,,,,,
2007,03/01/16 08:00:00 AM,35.855,,,,,
2008,03/01/16 09:00:00 AM,35.818,,,,,
2009,03/01/16 10:00:00 AM,36.132,,,,,
2010,03/01/16 11:00:00 AM,37.082,,,,,
2011,03/01/16 12:00:00 PM,38.415,,,,,
2012,03/01/16 01:00:00 PM,39.911,,,,,
2013,03/01/16 02:00:00 PM,41.067,,,,,
2014,03/01/16 03:00:00 PM,41.717,,,,,
2015,03/01/16 04:00:00 PM,42.248,,,,,
2016,03/01/16 05:00:00 PM,42.237,,,,,
2017,03/01/16 06:00:00 PM,41.809,,,,,
2018,03/01/16 07:00:00 PM,41.299,,,,,
2019,03/01/16 08:00:00 PM,40.765,,,,,
2020,03/01/16 09:00:00 PM,40.298,,,,,
2021,03/01/16 10:00:00 PM,39.877,,,,,
2022,03/01/16 11:00:00 PM,39.537,,,,,
2023,03/02/16 12:00:00 AM,39.208,,,,,
2024,03/02/16 01:00:00 AM,38.925,,,,,
2025,03/02/16 02:00:00 AM,38.653,,,,,
2026,03/02/16 03:00:00 AM,38.440,,,,,
2027,03/02/16 04:00:00 AM,38.250,,,,,
2028,03/02/16 05:00:00 AM,38.013,,,,,
2029,03/02/16 06:00:00 AM,37.858,,,,,
2030,03/02/16 07:00:00 AM,37.703,,,,,
2031,03/02/16 08:00:00 AM,37.656,,,,,
2032,03/02/16 09:00:00 AM,37.810,,,,,
2033,03/02/16 10:00:00 AM,38.321,,,,,
2034,03/02/16 11:00:00 AM,38.724,,,,,
2035,03/02/16 12:00:00 PM,39.066,,,,,
2036,03/02/16 01:00:00 PM,39.947,,,,,
2037,03/02/16 02:00:00 PM,41.391,,,,,
2038,03/02/16 03:00:00 PM,42.478,,,,,
2039,03/02/16 04:00:00 PM,43.168,,,,,
2040,03/02/16 05:00:00 PM,43.602,,,,,
2041,03/02/16 06:00:00 PM,43.408,,,,,
2042,03/02/16 07:00:00 PM,42.915,,,,,
2043,03/02/16 08:00:00 PM,42.398,,,,,
2044,03/02/16 09:00:00 PM,41.913,,,,,
2045,03/02/16 10:00:00 PM,41.439,,,,,
2046,03/02/16 11:00:00 PM,41.032,,,,,
2047,03/03/16 12:00:00 AM,40.602,,,,,
2048,03/03/16 01:00:00 AM,40.181,,,,,
2049,03/03/16 02:00:00 AM,39.725,,,,,
2050,03/03/16 03:00:00 AM,39.278,,,,,
2051,03/03/16 04:00:00 AM,38.818,,,,,
2052,03/03/16 05:00:00 AM,38.404,,,,,
2053,03/03/16 06:00:00 AM,38.001,,,,,
2054,03/03/16 07:00:00 AM,37.656,,,,,
2055,03/03/16 08:00:00 AM,37.357,,,,,
2056,03/03/16 09:00:00 AM,37.238,,,,,
2057,03/03/16 10:00:00 AM,37.548,,,,,
2058,03/03/16 11:00:00 AM,38.475,,,,,
2059,03/03/16 12:00:00 PM,39.911,,,,,
2060,03/03/16 01:00:00 PM,41.612,,,,,
2061,03/03/16 02:00:00 PM,42.881,,,,,
2062,03/03/16 03:00:00 PM,43.865,,,,,
2063,03/03/16 04:00:00 PM,44.594,,,,,
2064,03/03/16 05:00:00 PM,44.685,,,,,
2065,03/03/16 06:00:00 PM,44.344,,,,,
2066,03/03/16 07:00:00 PM,43.876,,,,,
2067,03/03/16 08:00:00 PM,43.282,,,,,
2068,03/03/16 09:00:00 PM,42.651,,,,,
2069,03/03/16 10:00:00 PM,42.040,,,,,
2070,03/03/16 11:00:00 PM,41.485,,,,,
2071,03/04/16 12:00:00 AM,41.021,,,,,
2072,03/04/16 01:00:00 AM,40.625,,,,,
2073,03/04/16 02:00:00 AM,40.310,,,,,
2074,03/04/16 03:00:00 AM,39.994,,,,,
2075,03/04/16 04:00:00 AM,39.690,,,,,
2076,03/04/16 05:00:00 AM,39.396,,,,,
2077,03/04/16 06:00:00 AM,39.101,,,,,
2078,03/04/16 07:00:00 AM,38.783,,,,,
2079,03/04/16 08:00:00 AM,38.380,,,,,
2080,03/04/16 09:00:00 AM,38.238,,,,,
2081,03/04/16 10:00:00 AM,38.700,,,,,
2082,03/04/16 11:00:00 AM,39.900,,,,,
2083,03/04/16 12:00:00 PM,41.368,,,,,
2084,03/04/16 01:00:00 PM,43.029,,,,,
2085,03/04/16 02:00:00 PM,44.684,,,,,
2086,03/04/16 03:00:00 PM,46.031,,,,,
2087,03/04/16 04:00:00 PM,46.751,,,,,
2088,03/04/16 05:00:00 PM,46.582,,,,,
2089,03/04/16 06:00:00 PM,45.918,,,,,
2090,03/04/16 07:00:00 PM,45.126,,,,,
2091,03/04/16 08:00:00 PM,44.321,,,,,
2092,03/04/16 09:00:00 PM,43.522,,,,,
2093,03/04/16 10:00:00 PM,42.766,,,,,
2094,03/04/16 11:00:00 PM,42.133,,,,,
2095,03/05/16 12:00:00 AM,41.566,,,,,
2096,03/05/16 01:00:00 AM,40.928,,,,,
2097,03/05/16 02:00:00 AM,40.333,,,,,
2098,03/05/16 03:00:00 AM,39.760,,,,,
2099,03/05/16 04:00:00 AM,39.266,,,,,
2100,03/05/16 05:00:00 AM,38.807,,,,,
2101,03/05/16 06:00:00 AM,38.428,,,,,
2102,03/05/16 07:00:00 AM,38.096,,,,,
2103,03/05/16 08:00:00 AM,37.834,,,,,
2104,03/05/16 09:00:00 AM,37.787,,,,,
2105,03/05/16 10:00:00 AM,38.286,,,,,
2106,03/05/16 11:00:00 AM,39.349,,,,,
2107,03/05/16 12:00:00 PM,40.811,,,,,
2108,03/05/16 01:00:00 PM,42.707,,,,,
2109,03/05/16 02:00:00 PM,44.252,,,,,
2110,03/05/16 03:00:00 PM,45.161,,,,,
2111,03/05/16 04:00:00 PM,45.635,,,,,
2112,03/05/16 05:00:00 PM,45.726,,,,,
2113,03/05/16 06:00:00 PM,45.523,,,,,
2114,03/05/16 07:00:00 PM,45.093,,,,,
2115,03/05/16 08:00:00 PM,44.559,,,,,
2116,03/05/16 09:00:00 PM,44.024,,,,,
2117,03/05/16 10:00:00 PM,43.534,,,,,
2118,03/05/16 11:00:00 PM,43.076,,,,,
2119,03/06/16 12:00:00 AM,42.593,,,,,
2120,03/06/16 01:00:00 AM,42.086,,,,,
2121,03/06/16 02:00:00 AM,41.613,,,,,
2122,03/06/16 03:00:00 AM,41.276,,,,,
2123,03/06/16 04:00:00 AM,40.916,,,,,
2124,03/06/16 05:00:00 AM,40.532,,,,,
2125,03/06/16 06:00:00 AM,40.204,,,,,
2126,03/06/16 07:00:00 AM,39.877,,,,,
2127,03/06/16 08:00:00 AM,39.619,,,,,
2128,03/06/16 09:00:00 AM,39.502,,,,,
2129,03/06/16 10:00:00 AM,39.853,,,,,
2130,03/06/16 11:00:00 AM,41.194,,,,,
2131,03/06/16 12:00:00 PM,42.960,,,,,
2132,03/06/16 01:00:00 PM,44.684,,,,,
2133,03/06/16 02:00:00 PM,46.368,,,,,
2134,03/06/16 03:00:00 PM,47.825,,,,,
2135,03/06/16 04:00:00 PM,48.749,,,,,
2136,03/06/16 05:00:00 PM,48.883,,,,,
2137,03/06/16 06:00:00 PM,48.416,,,,,
2138,03/06/16 07:00:00 PM,47.736,,,,,
2139,03/06/16 08:00:00 PM,47.009,,,,,
2140,03/06/16 09:00:00 PM,46.301,,,,,
2141,03/06/16 10:00:00 PM,45.579,,,,,
2142,03/06/16 11:00:00 PM,44.900,,,,,
2143,03/07/16 12:00:00 AM,44.264,,,,,
2144,03/07/16 01:00:00 AM,43.625,,,,,
2145,03/07/16 02:00:00 AM,43.122,,,,,
2146,03/07/16 03:00:00 AM,42.732,,,,,
2147,03/07/16 04:00:00 AM,42.386,,,,,
2148,03/07/16 05:00:00 AM,42.063,,,,,
2149,03/07/16 06:00:00 AM,41.763,,,,,
2150,03/07/16 07:00:00 AM,41.485,,,,,
2151,03/07/16 08:00:00 AM,41.311,,,,,
2152,03/07/16 09:00:00 AM,41.254,,,,,
2153,03/07/16 10:00:00 AM,41.590,,,,,
2154,03/07/16 11:00:00 AM,42.627,,,,,
2155,03/07/16 12:00:00 PM,43.921,,,,,
2156,03/07/16 01:00:00 PM,45.455,,,,,
2157,03/07/16 02:00:00 PM,46.481,,,,,
2158,03/07/16 03:00:00 PM,47.143,,,,,
2159,03/07/16 04:00:00 PM,47.278,,,,,
2160,03/07/16 05:00:00 PM,46.930,,,,,
2161,03/07/16 06:00:00 PM,46.413,,,,,
2162,03/07/16 07:00:00 PM,45.839,,,,,
2163,03/07/16 08:00:00 PM,45.172,,,,,
2164,03/07/16 09:00:00 PM,44.423,,,,,
2165,03/07/16 10:00:00 PM,43.671,,,,,
2166,03/07/16 11:00:00 PM,42.950,,,,,
2167,03/08/16 12:00:00 AM,42.305,,,,,
2168,03/08/16 01:00:00 AM,41.717,,,,,
2169,03/08/16 02:00:00 AM,41.137,,,,,
2170,03/08/16 03:00:00 AM,40.707,,,,,
2171,03/08/16 04:00:00 AM,40.181,,,,,
2172,03/08/16 05:00:00 AM,39.725,,,,,
2173,03/08/16 06:00:00 AM,39.349,,,,,
2174,03/08/16 07:00:00 AM,39.042,,,,,
2175,03/08/16 08:00:00 AM,38.853,,,,,
2176,03/08/16 09:00:00 AM,38.877,,,,,
2177,03/08/16 10:00:00 AM,39.007,,,,,
2178,03/08/16 11:00:00 AM,39.231,,,,,
2179,03/08/16 12:00:00 PM,39.560,,,,,
2180,03/08/16 01:00:00 PM,40.286,,,,,
2181,03/08/16 02:00:00 PM,41.114,,,,,
2182,03/08/16 03:00:00 PM,41.994,,,,,
2183,03/08/16 04:00:00 PM,42.984,,,,,
2184,03/08/16 05:00:00 PM,43.717,,,,,
2185,03/08/16 06:00:00 PM,43.763,,,,,
2186,03/08/16 07:00:00 PM,43.351,,,,,
2187,03/08/16 08:00:00 PM,42.662,,,,,
2188,03/08/16 09:00:00 PM,41.994,,,,,
2189,03/08/16 10:00:00 PM,41.404,,,,,
2190,03/08/16 11:00:00 PM,40.777,,,,,
2191,03/09/16 12:00:00 AM,40.169,,,,,
2192,03/09/16 01:00:00 AM,39.678,,,,,
2193,03/09/16 02:00:00 AM,39.219,,,,,
2194,03/09/16 03:00:00 AM,38.795,,,,,
2195,03/09/16 04:00:00 AM,38.368,,,,,
2196,03/09/16 05:00:00 AM,38.025,,,,,
2197,03/09/16 06:00:00 AM,37.691,,,,,
2198,03/09/16 07:00:00 AM,37.417,,,,,
2199,03/09/16 08:00:00 AM,37.178,,,,,
2200,03/09/16 09:00:00 AM,37.118,,,,,
2201,03/09/16 10:00:00 AM,37.477,,,,,
2202,03/09/16 11:00:00 AM,38.392,,,,,
2203,03/09/16 12:00:00 PM,39.806,,,,,
2204,03/09/16 01:00:00 PM,41.508,,,,,
2205,03/09/16 02:00:00 PM,43.178,,,,,
2206,03/09/16 03:00:00 PM,44.378,,,,,
2207,03/09/16 04:00:00 PM,45.081,,,,,
2208,03/09/16 05:00:00 PM,45.285,,,,,
2209,03/09/16 06:00:00 PM,45.104,,,,,
2210,03/09/16 07:00:00 PM,44.559,,,,,
2211,03/09/16 08:00:00 PM,43.956,,,,,
2212,03/09/16 09:00:00 PM,43.385,,,,,
2213,03/09/16 10:00:00 PM,42.892,,,,,
2214,03/09/16 11:00:00 PM,42.479,,,,,
2215,03/10/16 12:00:00 AM,42.063,,,,,
2216,03/10/16 01:00:00 AM,41.647,,,,,
2217,03/10/16 02:00:00 AM,41.230,,,,,
2218,03/10/16 03:00:00 AM,40.811,,,,,
2219,03/10/16 04:00:00 AM,40.403,,,,,
2220,03/10/16 05:00:00 AM,40.029,,,,,
2221,03/10/16 06:00:00 AM,39.713,,,,,
2222,03/10/16 07:00:00 AM,39.349,,,,,
2223,03/10/16 08:00:00 AM,39.078,,,,,
2224,03/10/16 09:00:00 AM,38.937,,,,,
2225,03/10/16 10:00:00 AM,39.243,,,,,
2226,03/10/16 11:00:00 AM,40.169,,,,,
2227,03/10/16 12:00:00 PM,41.473,,,,,
2228,03/10/16 01:00:00 PM,43.190,,,,,
2229,03/10/16 02:00:00 PM,44.673,,,,,
2230,03/10/16 03:00:00 PM,45.941,,,,,
2231,03/10/16 04:00:00 PM,46.762,,,,,
2232,03/10/16 05:00:00 PM,47.087,,,,,
2233,03/10/16 06:00:00 PM,46.964,,,,,
2234,03/10/16 07:00:00 PM,46.537,,,,,
